gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,conm,curcd,costat,weburl
066605,2000-06-30,2000,INDL,C,D,STD,BLACKROCK MUNIHLD CA QLTY FD,USD,A,www.blackrock.com
066607,2000-12-31,2000,INDL,C,D,STD,SHERRITT POWER CORP,CAD,I,
066610,2000-12-31,2000,INDL,C,D,STD,BIRNER DENTAL MGMT SVCS INC,USD,I,www.perfectteeth.com
066616,2000-12-31,2000,INDL,C,D,STD,ALLERGAN SPCLTY THERAPEUTICS,USD,I,
066617,2000-12-31,2000,INDL,C,D,STD,CHAMPNSHIP AUTO RACING TEAM,USD,I,
066623,2000-12-31,2000,INDL,C,D,STD,UTD INVESTORS REALTY TRUST,USD,I,www.uirt.com
066624,2000-12-31,2000,INDL,C,D,STD,TUCSON ELECTRIC POWER CO,USD,A,www.tep.com
066626,2000-03-31,1999,INDL,C,D,STD,PILAGOLD INC,CAD,I,
066628,2000-12-31,2000,INDL,C,D,STD,ESG RE LTD,USD,I,www.esg-world.com
066629,2000-12-31,2000,INDL,C,D,STD,JINPAN INTERNATIONAL LTD,USD,I,www.jinpaninternational.com
066630,2000-12-31,2000,INDL,C,D,STD,MERGE HEALTHCARE INC,USD,I,www.merge.com
066631,2000-12-31,2000,INDL,C,D,STD,MILLER EXPLORATION CO,USD,I,
066632,2000-05-31,1999,INDL,C,D,STD,KURE TECHNOLOGIES INC,CAD,A,kuretechnologies.com
066633,2000-08-31,2000,INDL,C,D,STD,SEDEX MINING CORP,CAD,I,www.sedexmining.com
066636,2000-12-31,2000,INDL,C,D,STD,ESOFT INC,USD,I,www.zvelo.com
066643,2000-07-31,2000,INDL,C,D,STD,VLASIC FOODS INTERNATIONAL,USD,I,
066646,2000-01-31,1999,INDL,C,D,STD,CSK AUTO CORP,USD,I,
066648,2000-12-31,2000,INDL,C,D,STD,COWLITZ BANCORPORATION,USD,I,
066648,2000-12-31,2000,FS,C,D,STD,COWLITZ BANCORPORATION,USD,I,
066649,2000-12-31,2000,INDL,C,D,STD,PACIFICNET INC,USD,I,
066651,2000-04-30,1999,INDL,C,D,STD,AQUAMATRIX INC,USD,I,
066654,2000-12-31,2000,INDL,C,D,STD,ANWORTH MTG ASSET CORP,USD,I,
066654,2000-12-31,2000,FS,C,D,STD,ANWORTH MTG ASSET CORP,USD,I,
066657,2000-12-31,2000,INDL,C,D,STD,DSET CORP,USD,I,
066659,2000-10-31,2000,INDL,C,D,STD,MEDI-HUT CO INC,USD,I,www.scivanta.com
066660,2000-12-31,2000,INDL,C,D,STD,TOUSA INC,USD,I,
066672,2000-12-31,2000,INDL,C,D,STD,CAVALRY BANCORP INC,USD,I,
066672,2000-12-31,2000,FS,C,D,STD,CAVALRY BANCORP INC,USD,I,
066673,2000-03-31,1999,INDL,C,D,STD,INDEPENDENCE CMNTY BK CORP,USD,I,
066673,2000-03-31,1999,FS,C,D,STD,INDEPENDENCE CMNTY BK CORP,USD,I,
066675,2000-01-31,1999,INDL,C,D,STD,XPONENTIAL INC,USD,I,
066680,2000-12-31,2000,INDL,C,D,STD,STEAKHOUSE PARTNERS INC,USD,I,
066681,2000-12-31,2000,INDL,C,D,STD,AMERICAN SAFETY INS HLDG LTD,USD,I,
066682,2000-12-31,2000,INDL,C,D,STD,GSV INC,USD,A,
066683,2000-06-30,2000,INDL,C,D,STD,CORGENIX MEDICAL CORP,USD,I,www.corgenix.com
066684,2000-08-31,2000,INDL,C,D,STD,SODEXHO MARRIOTT SVCS INC,USD,I,us.sodexo.com/home.html
066686,2000-12-31,2000,INDL,C,D,STD,ONESPAN INC,USD,A,www.onespan.com
066688,2000-12-31,2000,INDL,C,D,STD,ANTHRACITE CAPITAL INC,USD,I,
066688,2000-12-31,2000,FS,C,D,STD,ANTHRACITE CAPITAL INC,USD,I,
066690,2000-03-31,1999,INDL,C,D,STD,ILINC COMMUNICATIONS INC,USD,I,
066691,2000-08-31,2000,INDL,C,D,STD,AGRIBRANDS INTERNATIONAL INC,USD,I,
066695,2000-12-31,2000,INDL,C,D,STD,TUCKER ANTHONY SUTRO,USD,I,www.tuckeranthonysutro.com
066695,2000-12-31,2000,FS,C,D,STD,TUCKER ANTHONY SUTRO,USD,I,www.tuckeranthonysutro.com
066696,2000-12-31,2000,INDL,C,D,STD,FUNDTECH LTD,USD,I,www.fundtech.com
066697,2000-03-31,1999,INDL,C,D,STD,INOVIO PHARMACEUTICALS INC,USD,A,www.inovio.com
066698,2000-12-31,2000,INDL,C,D,STD,CURAGEN CORP,USD,I,
066704,2000-12-31,2000,INDL,C,D,STD,COMCAST CABLE COMMUNICATIONS,USD,I,www.xfinity.com
066706,2000-03-31,1999,INDL,C,D,STD,INTERNATIONAL TAURUS RES INC,CAD,I,
066708,2000-12-31,2000,INDL,C,D,STD,BROADCOM CORP,USD,I,
066713,2000-11-30,2000,INDL,C,D,STD,INGENUUS CORP,USD,I,
066723,2000-06-30,2000,INDL,C,D,STD,MOBIUS MGMT SYSTEMS INC,USD,I,www.mobius.com
066724,2000-01-31,1999,INDL,C,D,STD,SHIRMAX FASHIONS LTD,CAD,I,
066725,2000-12-31,2000,INDL,C,D,STD,FRISBY TECHNOLOGIES INC,USD,I,
066726,2000-09-30,2000,INDL,C,D,STD,APPLIED NEUROSOLUTIONS INC,USD,I,
066727,2000-11-30,2000,INDL,C,D,STD,SAMEX MINING CORP,CAD,I,www.samex.com
066728,2000-12-31,2000,INDL,C,D,STD,SONOSITE INC,USD,I,www.sonosite.com
066729,2000-12-31,2000,INDL,C,D,STD,CAPITAL POWER INCOME LP,CAD,I,
066730,2000-12-31,2000,INDL,C,D,STD,W3 GROUP INC,USD,I,
066731,2000-12-31,2000,INDL,C,D,STD,FEDERATED HERMES INC,USD,A,www.federatedinvestors.com
066731,2000-12-31,2000,FS,C,D,STD,FEDERATED HERMES INC,USD,A,www.federatedinvestors.com
066866,2000-12-31,2000,INDL,C,D,STD,GRANDE COMMUNICATIONS HLDGS,USD,I,
100004,2000-12-31,2000,INDL,C,D,STD,ALTANA AG,USD,I,www.altana.com
100039,2000-03-31,1999,INDL,C,D,STD,SANYO ELECTRIC CO LTD,USD,I,www.panasonic.com
100075,2000-12-31,2000,INDL,C,D,STD,RELX NV,USD,I,
100080,2000-12-31,2000,INDL,C,D,STD,BAYER AG,USD,A,www.bayer.com
100095,2000-12-31,2000,INDL,C,D,STD,BUNZL PLC,USD,A,www.bunzl.com
100114,2000-03-31,1999,INDL,C,D,STD,TELENT PLC,USD,I,telent.com
100135,2000-03-31,1999,INDL,C,D,STD,TATE & LYLE PLC,USD,A,www.tateandlyle.com
100165,2000-12-31,2000,INDL,C,D,STD,SANTOS LTD,USD,A,www.santos.com
100243,2000-06-30,2000,INDL,C,D,STD,AMCOR PLC,USD,A,www.amcor.com
100245,2000-03-31,1999,INDL,C,D,STD,ADVANTEST CORP,USD,A,www.advantest.com
100338,2000-12-31,2000,INDL,C,D,STD,RELX PLC,USD,A,www.relx.com
100384,2000-02-29,1999,INDL,C,D,STD,DAIEI INC,USD,I,www.daiei.co.jp
100401,2000-12-31,2000,INDL,C,D,STD,SPIRENT COMMUNICATIONS,USD,A,corporate.spirent.com
100423,2000-12-31,2000,INDL,C,D,STD,AMERSHAM PLC,USD,I,
100424,2000-12-31,2000,INDL,C,D,STD,JARDINE MATHESON HLDGS LTD,USD,A,www.jardines.com
100465,2000-06-30,2000,INDL,C,D,STD,SASOL LTD,USD,A,www.sasol.com
100477,2000-03-31,1999,INDL,C,D,STD,JAMES HARDIE INDUSTRIES PLC,USD,A,www.jameshardie.com.au
100557,2000-12-31,2000,INDL,C,D,STD,SUEZ,USD,I,www.gdfsuez.com
100571,2000-12-31,2000,INDL,C,D,STD,ENTERPRISE OIL PLC,USD,I,
100572,2000-12-31,2000,INDL,C,D,STD,PEARSON PLC,USD,A,www.pearsonplc.com
100581,2000-12-31,2000,INDL,C,D,STD,LOREAL SA,USD,A,www.loreal.com
100590,2000-12-31,2000,INDL,C,D,STD,E.ON SE,USD,A,www.eon.com
100599,2000-12-31,2000,INDL,C,D,STD,CORPORATE EXPRESS NV,USD,I,
100609,2000-12-31,2000,INDL,C,D,STD,CONTINENTAL AG,USD,A,www.continental.com
100644,2000-07-31,2000,INDL,C,D,STD,FERGUSON PLC,USD,A,www.corporate.ferguson.com
100781,2000-12-31,2000,INDL,C,D,STD,DELHAIZE GROUP - ETS DLHZ FR,USD,I,www.delhaizegroup.com
100806,2000-12-31,2000,INDL,C,D,STD,JEFFERSON SMURFIT GROUP PLC,USD,I,www.smurfit.ie
100862,2000-12-31,2000,INDL,C,D,STD,ADECCO GROUP AG,USD,A,www.adeccogroup.com
100956,2000-12-31,2000,INDL,C,D,STD,SWEDISH MATCH AB,USD,I,www.swedishmatch.com
101020,2000-12-31,2000,INDL,C,D,STD,STORA ENSO OYJ,USD,A,www.storaenso.com
101050,2000-02-29,1999,INDL,C,D,STD,BODY SHOP INTERNATIONAL PLC,USD,I,www.thebodyshop.com
101076,2000-12-31,2000,INDL,C,D,STD,BAYER SCHERING PHARMA AG,USD,I,pharma.bayer.com
101088,2000-12-31,2000,INDL,C,D,STD,CK HUTCHISON HOLDINGS LTD,USD,A,www.ckh.com.hk
101096,2000-12-31,2000,INDL,C,D,STD,BOUYGUES OFFSHORE SA,USD,I,www.saipem.fr
101202,2000-12-31,2000,INDL,C,D,STD,L'AIR LIQUIDE SA,USD,A,www.airliquide.com
101204,2000-12-31,2000,INDL,C,D,STD,SANOFI,USD,A,www.sanofi.com
101206,2000-12-31,2000,INDL,C,D,STD,HAVAS,USD,I,www.havas.com
101256,2000-03-31,1999,INDL,C,D,STD,FISHER & PAYKEL HEALTHCARE,USD,A,www.fphcare.com
101264,2000-12-31,2000,INDL,C,D,STD,VIVENDI SE,USD,A,www.vivendi.com
101292,2000-12-31,2000,INDL,C,D,STD,PUBLICIS GROUPE SA,USD,A,www.publicisgroupe.com
101310,2000-12-31,2000,INDL,C,D,STD,NOVARTIS AG,USD,A,www.novartis.com
101317,2000-12-31,2000,INDL,C,D,STD,SMITH & NEPHEW PLC,USD,A,www.smith-nephew.com
101352,2000-12-31,2000,INDL,C,D,STD,ALCATEL-LUCENT,USD,I,www.al-enterprise.com
101361,2000-12-31,2000,INDL,C,D,STD,WOLTERS KLUWER NV,USD,A,wolterskluwer.com
101689,2000-12-31,2000,INDL,C,D,STD,SAES GETTERS SPA,USD,A,www.saesgetters.com
101718,2000-12-31,2000,INDL,C,D,STD,UPM-KYMMENE CORP,USD,A,www.upm.com
101936,2000-09-30,2000,INDL,C,D,STD,ENODIS PLC,USD,I,
101973,2000-12-31,2000,INDL,C,D,STD,TORM PLC,USD,A,www.torm.com
102045,2000-12-31,2000,INDL,C,D,STD,MERCK SERONO SA,USD,I,
102341,2000-06-30,2000,INDL,C,D,STD,HARMONY GOLD MINING CO LTD,USD,A,www.harmony.co.za
102345,2000-12-31,2000,INDL,C,D,STD,NELES OYJ,USD,I,
102412,2000-12-31,2000,INDL,C,D,STD,EVRAZ HIGHVELD STEEL AND VAN,USD,I,www.evrazhighveld.co.za
102422,2000-09-30,2000,INDL,C,D,STD,SAPPI LTD,USD,A,www.sappi.com
102523,2000-12-31,2000,INDL,C,D,STD,VALEO SE,USD,A,www.valeo.com
102617,2000-03-31,1999,INDL,C,D,STD,DANKA BUSINESS SYSTEMS PLC,USD,I,
102690,2000-04-30,1999,INDL,C,D,STD,MERANT PLC,USD,I,
102696,2000-03-31,1999,INDL,C,D,STD,LOGITECH INTERNATIONAL SA,USD,A,www.logitech.com
102704,2000-03-31,1999,INDL,C,D,STD,UNITED UTILITIES GROUP PLC,USD,A,www.unitedutilities.com
102983,2000-12-31,2000,INDL,C,D,STD,CGG,USD,A,www.cgg.com
103123,2000-12-31,2000,INDL,C,D,STD,POWERGEN PLC,USD,I,www.eonenergy.com
103124,2000-03-31,1999,INDL,C,D,STD,INTERNATIONAL POWER PLC,USD,I,www.iprplc-gdfsuez.com
103124,2000-12-31,2000,INDL,C,D,STD,INTERNATIONAL POWER PLC,USD,I,www.iprplc-gdfsuez.com
103159,2000-12-31,2000,INDL,C,D,STD,PECHINEY SA,USD,I,
103341,2000-03-31,1999,INDL,C,D,STD,SCOTTISH POWER PLC,USD,I,www.scottishpower.com
103487,2000-12-31,2000,INDL,C,D,STD,SAP SE,USD,A,www.sap.com
104598,2000-12-31,2000,INDL,C,D,STD,POSCO HOLDINGS INC,USD,A,www.posco.com
104831,2000-06-30,2000,INDL,C,D,STD,SPARK NEW ZEALAND LTD,USD,A,www.sparknz.co.nz
104904,2000-04-30,1999,INDL,C,D,STD,VERNALIS PLC,USD,I,
105089,2000-12-31,2000,INDL,C,D,STD,CEMEX SAB DE CV,USD,A,www.cemex.com
105104,2000-12-31,2000,INDL,C,D,STD,WAL MART DE MEXICO SA,USD,A,www.walmex.mx
105126,2000-12-31,2000,INDL,C,D,STD,DELPHI INTERNATIONAL LTD,USD,I,
105132,2000-12-31,2000,INDL,C,D,STD,CREATOR CAPITAL LTD,USD,I,www.creatorcapital.net
105133,2000-09-30,2000,INDL,C,D,STD,INTL BRIQUETTES HOLDING,USD,I,www.ibh.com.ve
105156,2000-12-31,2000,INDL,C,D,STD,NOGA ELECTRO-MECHANICAL INDS,USD,I,
105230,2000-09-30,2000,INDL,C,D,STD,A L I TECHNOLOGIES INC,CAD,I,www.alitech.com
105239,2000-12-31,2000,INDL,C,D,STD,ARC RESOURCES LTD,CAD,A,www.arcresources.com
105251,2000-12-31,2000,INDL,C,D,STD,AASTRA TECHNOLOGIES LTD,CAD,I,www.aastra.com
105289,2000-12-31,2000,INDL,C,D,STD,INNOVIUM MEDIA PPTYS CORP,CAD,I,
105317,2000-12-31,2000,INDL,C,D,STD,CAPITAL FINANCIAL GLOBAL,USD,A,www.capfiglobal.com
105329,2000-12-31,2000,INDL,C,D,STD,ADVANTAGE LINK INC,CAD,I,
105346,2000-12-31,2000,INDL,C,D,STD,AMBIENT CORP,USD,I,
105364,2000-07-31,2000,INDL,C,D,STD,DIGERATI TECHNOLOGIES INC,USD,A,www.digerati-inc.com
105365,2000-12-31,2000,INDL,C,D,STD,AMERICAN TOWER CORP,USD,A,www.americantower.com
105370,2000-12-31,2000,INDL,C,D,STD,AMERIKING INC,USD,I,
105396,2000-12-31,2000,INDL,C,D,STD,ANTHEM WORKS LTD,CAD,I,www.anthemproperties.com
105397,2000-01-31,1999,INDL,C,D,STD,ANVIL HOLDINGS INC,USD,I,
105400,2000-12-31,2000,INDL,C,D,STD,AQUA-PURE VENTURES INC,CAD,I,
105402,2000-09-30,2000,INDL,C,D,STD,APPLIED TERRAVISION SYS INC,CAD,I,
105411,2000-12-31,2000,INDL,C,D,STD,ARCHANGEL DIAMOND CORP,CAD,I,
105413,2000-05-31,1999,INDL,C,D,STD,ARCHON MINERALS LTD,CAD,A,
105429,2000-12-31,2000,INDL,C,D,STD,CYPRESS HILLS RESOURCE CORP,CAD,A,www.cypresshillsresource.com
105435,2000-03-31,1999,INDL,C,D,STD,ASCOT RESOURCES LTD,CAD,A,ascotgold.com
105436,2000-12-31,2000,INDL,C,D,STD,GREAT NORTHERN EXPL LTD,CAD,I,
105441,2000-12-31,2000,INDL,C,D,STD,ASIAN STAR DEVELOPMENT INC,USD,I,
105448,2000-12-31,2000,INDL,C,D,STD,CANADIAN OIL SANDS LTD,CAD,I,www.cos-trust.com/
105456,2000-06-30,2000,INDL,C,D,STD,EMUSIC.COM INC,USD,I,www.emusic.com
105480,2000-12-31,2000,INDL,C,D,STD,AVID OIL & GAS LTD,CAD,I,
105481,2000-09-30,2000,INDL,C,D,STD,AVVA TECHNOLOGIES INC,CAD,I,
105483,2000-06-30,2000,INDL,C,D,STD,AXIA NETMEDIA CORP,CAD,I,www.axia.com
105507,2000-09-30,2000,INDL,C,D,STD,CARTIER PARTNERS FINANCIAL,CAD,I,www.dundeebancorp.com
105513,2000-12-31,2000,INDL,C,D,STD,BXL ENERGY LTD,CAD,I,
105514,2000-04-30,1999,INDL,C,D,STD,BW TECHNOLOGIES LTD,CAD,I,
105517,2000-11-30,2000,INDL,C,D,STD,BADGER INFRA SOLUTIONS LTD,CAD,A,www.badgerinc.com
105538,2000-12-31,2000,INDL,C,D,STD,SIERRA BANCORP/CA,USD,A,www.sierrabancorp.com
105538,2000-12-31,2000,FS,C,D,STD,SIERRA BANCORP/CA,USD,A,www.sierrabancorp.com
105559,2000-03-31,1999,INDL,C,D,STD,BAY ST BANCORP INC,USD,I,
105559,2000-03-31,1999,FS,C,D,STD,BAY ST BANCORP INC,USD,I,
105565,2000-12-31,2000,INDL,C,D,STD,BELAIR ENERGY CORP,CAD,I,
105574,2000-12-31,2000,INDL,C,D,STD,BIOSANTE PHARMACEUTICALS-OLD,USD,I,
105575,2000-12-31,2000,INDL,C,D,STD,BENEDEK COMMUNICATIONS CORP,USD,I,www.benedekbroadcasting.com
105576,2000-12-31,2000,INDL,C,D,STD,DIVERSIFIED ROYALTY CORP,CAD,A,www.diversifiedroyaltycorp.com
105585,2000-12-31,2000,INDL,C,D,STD,BEST PACIFIC RESOURCES LTD,CAD,I,
105597,2000-12-31,2000,INDL,C,D,STD,BIRCH MOUNTAIN RESOURCES LTD,CAD,I,
105604,2000-12-31,2000,INDL,C,D,STD,BITECH PETROLEUM CORP,CAD,I,
105632,2000-09-30,2000,INDL,C,D,STD,BORALEX INC,CAD,A,www.boralex.com
105655,2000-11-30,2000,INDL,C,D,STD,BRIDGES TRANSITIONS INC,CAD,I,
105667,2000-03-31,1999,INDL,C,D,STD,DATEC GROUP LTD,CAD,I,
105670,2000-12-31,2000,INDL,C,D,STD,BROOKLINE BANCORP INC,USD,A,www.brooklinebancorp.com
105670,2000-12-31,2000,FS,C,D,STD,BROOKLINE BANCORP INC,USD,A,www.brooklinebancorp.com
105698,2000-12-31,2000,INDL,C,D,STD,CNB FLORIDA BANCSHARES INC,USD,I,
105698,2000-12-31,2000,FS,C,D,STD,CNB FLORIDA BANCSHARES INC,USD,I,
105700,2000-12-31,2000,INDL,C,D,STD,CPC OF AMERICA INC,USD,I,
105702,2000-12-31,2000,INDL,C,D,STD,CRS PREFERRED NT LTD,CAD,I,
105712,2000-07-31,2000,INDL,C,D,STD,NEWPORT EXPLORATION LTD,CAD,A,newport-exploration.com
105742,2000-12-31,2000,INDL,C,D,STD,CCR TECHNOLOGIES LTD,CAD,I,
105743,2000-09-30,2000,INDL,C,D,STD,CANADA PAYPHONE CORP,CAD,I,
105749,2000-12-31,2000,INDL,C,D,STD,CANADIAN CRUDE SEPARATORS,CAD,I,www.cdncrude.com
105752,2000-12-31,2000,INDL,C,D,STD,CONTINENTAL HOME HLTHCR LTD,CAD,I,
105755,2000-12-31,2000,INDL,C,D,STD,CANADIAN REAL ESTATE INVT TR,CAD,I,www.creit.ca
105755,2000-12-31,2000,FS,C,D,STD,CANADIAN REAL ESTATE INVT TR,CAD,I,www.creit.ca
105768,2000-12-31,2000,INDL,C,D,STD,CANBRAS COMMUNICATIONS CORP,CAD,I,
105772,2000-12-31,2000,INDL,C,D,STD,CANADIAN RES INCOME TR II,CAD,I,
105805,2000-12-31,2000,INDL,C,D,STD,CAPITAL TITLE GROUP INC,USD,I,www.capitaltitlegroup.com
105827,2000-12-31,2000,INDL,C,D,STD,DNAPRINT GENOMICS INC,USD,A,
105847,2000-04-30,1999,INDL,C,D,STD,CERTICOM CORP,USD,I,blackberry.certicom.com
105848,2000-10-31,2000,INDL,C,D,STD,PROTECTIVE PRODUCTS OF AMER,CAD,I,
105849,2000-04-30,1999,INDL,C,D,STD,BOOMERANG TRACKING INC,CAD,I,
105851,2000-12-31,2000,INDL,C,D,STD,ADDISON-DAVIS DIAGNOSTICS,USD,I,
105878,2000-12-31,2000,INDL,C,D,STD,KINLOCH RESOURCES INC,CAD,I,
105900,2000-12-31,2000,INDL,C,D,STD,CITADEL BROADCASTING CO,USD,I,
105911,2000-03-31,1999,INDL,C,D,STD,CLARKE INC,CAD,A,www.clarkeinc.com
105920,2000-12-31,2000,INDL,C,D,STD,CO-OPERATORS GEN INS CO,CAD,A,www.cooperators.ca
105936,2000-12-31,2000,INDL,C,D,STD,COLUMBIA SPORTSWEAR CO,USD,A,www.columbia.com
105944,2000-02-29,1999,INDL,C,D,STD,COMMERCIAL CONCEPTS INC,USD,I,
105950,2000-12-31,2000,INDL,C,D,STD,AGJUNCTION INC,CAD,I,www.agjunction.com
105951,2000-12-31,2000,INDL,C,D,STD,COMMUNITY BANCORP/NJ,USD,I,
105951,2000-12-31,2000,FS,C,D,STD,COMMUNITY BANCORP/NJ,USD,I,
105974,2000-12-31,2000,INDL,C,D,STD,CONCERT INDUSTRIES LTD,CAD,I,
105979,2000-05-31,1999,INDL,C,D,STD,ELITE TECHNOLOGIES INC,USD,I,
105999,2000-12-31,2000,INDL,C,D,STD,CONSOLIDATED EDISON CO OF NY,USD,A,www.coned.com/en/
106018,2000-12-31,2000,INDL,C,D,STD,CONSOLIDATED PPTYS LTD,CAD,I,
106041,2000-05-31,1999,INDL,C,D,STD,METAMATERIAL INC,CAD,I,czqminerals.com/
106056,2000-12-31,2000,INDL,C,D,STD,TRIQUEST ENERGY CORP,CAD,I,
106057,2000-03-31,1999,INDL,C,D,STD,ENSOURCE ENERGY SERVICES INC,CAD,I,
106057,2000-12-31,2000,INDL,C,D,STD,ENSOURCE ENERGY SERVICES INC,CAD,I,
106060,2000-07-31,2000,INDL,C,D,STD,LIMTECH LITHIUM INDS INC,CAD,I,
106073,2000-12-31,2000,INDL,C,D,STD,CRESCENT BANKING CO,USD,I,
106073,2000-12-31,2000,FS,C,D,STD,CRESCENT BANKING CO,USD,I,
106082,2000-12-31,2000,INDL,C,D,STD,TIDELANDS OIL & GAS CORP,USD,A,
106092,2000-12-31,2000,INDL,C,D,STD,INVESTCO INC,USD,I,
106093,2000-12-31,2000,INDL,C,D,STD,NW TECH CAPITAL INC,USD,A,
106094,2000-09-30,2000,INDL,C,D,STD,REVCARE INC,USD,I,
106100,2000-12-31,2000,INDL,C,D,STD,CYCLO THERAPEUTICS INC,USD,A,cyclotherapeutics.com
106102,2000-06-30,2000,INDL,C,D,STD,CYBERSURF CORP,CAD,I,
106106,2000-07-31,2000,INDL,C,D,STD,NEXXLINK TECHNOLOGIES INC,CAD,I,acceo.com
106120,2000-12-31,2000,INDL,C,D,STD,DANOIL ENERGY LTD,CAD,I,
106133,2000-02-29,1999,INDL,C,D,STD,BLACKROCK DEBT STRATEGIES FD,USD,A,www.blackrock.com
106156,2000-12-31,2000,INDL,C,D,STD,PEYTO EXPLORATION & DEVELPMT,CAD,A,www.peyto.com
106165,2000-12-31,2000,INDL,C,D,STD,DEVINE ENTERTAINMENT CORP,CAD,I,
106166,2000-12-31,2000,INDL,C,D,STD,DEVLAN EXPLORATION INC,CAD,I,
106169,2000-10-31,2000,INDL,C,D,STD,DIAGNOCURE INC,CAD,A,www.diagnocure.com
106173,2000-12-31,2000,INDL,C,D,STD,DIAZ RESOURCES LTD,CAD,I,www.diazresources.com
106179,2000-05-31,1999,INDL,C,D,STD,NUVO PHARMACEUTICALS INC,CAD,I,www.miravohealthcare.com
106189,2000-12-31,2000,INDL,C,D,STD,DOANE PET CARE CO,USD,I,www.doanepetcare.com
106204,2000-12-31,2000,INDL,C,D,STD,DRAYTON VALLEY POWER INCM FD,CAD,A,
106210,2000-03-31,1999,INDL,C,D,STD,TAG OIL LTD,USD,A,www.tagoil.com
106228,2000-12-31,2000,INDL,C,D,STD,EARTHSHELL CORP,USD,I,
106239,2000-12-31,2000,INDL,C,D,STD,BIOXEL PHARMA INC,CAD,I,
106248,2000-12-31,2000,INDL,C,D,STD,EGANAGOLDPFEIL HLDGS LTD,USD,I,
106250,2000-12-31,2000,INDL,C,D,STD,EL CALLAO MINING CORP,CAD,I,
106254,2000-03-31,1999,INDL,C,D,STD,ELDORADO ARTESIAN SPRNGS INC,USD,I,www.eldoradosprings.com
106257,2000-12-31,2000,INDL,C,D,STD,ELECTRONIC TRANSMISSION CORP,USD,I,
106261,2000-03-31,1999,INDL,C,D,STD,ELITE PHARMACEUTICALS INC,USD,A,www.elitepharma.com
106265,2000-12-31,2000,INDL,C,D,STD,NMI HEALTH INC,USD,I,www.nmihealth.com
106271,2000-06-30,2000,INDL,C,D,STD,ENDOVASC INC,USD,I,
106280,2000-12-31,2000,INDL,C,D,STD,ENERGY NORTH INC,CAD,I,
106291,2000-12-31,2000,INDL,C,D,STD,ENSTAR GROUP INC,USD,I,
106291,2000-12-31,2000,FS,C,D,STD,ENSTAR GROUP INC,USD,I,
106305,2000-09-30,2000,INDL,C,D,STD,ENVOY CAPITAL GROUP INC,CAD,I,
106322,2000-12-31,2000,INDL,C,D,STD,EYECITY.COM INC,USD,I,
106329,2000-09-30,2000,INDL,C,D,STD,MAXIMUS VENTURES LTD,CAD,I,www.maximusventures.com
106350,2000-12-31,2000,INDL,C,D,STD,EXCEL LEGACY CORP,USD,I,www.excellegacy.com
106353,2000-12-31,2000,INDL,C,D,STD,NIOBAY METALS INC,CAD,A,niobaymetals.com
106365,2000-09-30,2000,INDL,C,D,STD,FAS INTERNATIONAL LTD,CAD,I,
106368,2000-12-31,2000,INDL,C,D,STD,EXODUS COMMUNICATIONS INC,USD,I,
106369,2000-12-31,2000,INDL,C,D,STD,ALTERNATE ENERGY CORP,USD,I,
106371,2000-03-31,1999,INDL,C,D,STD,GREYSTONE DIGITAL TECHNOLOGY,USD,I,
106384,2000-12-31,2000,INDL,C,D,STD,FAIRFIELD MANUFACTURING,USD,I,www.oerlikon.com/fairfield/en
106396,2000-06-30,2000,INDL,C,D,STD,FARALLON MINING LTD,CAD,I,
106404,2000-12-31,2000,INDL,C,D,STD,FAUQUIER BANKSHARES INC,USD,I,www.tfb.bank
106404,2000-12-31,2000,FS,C,D,STD,FAUQUIER BANKSHARES INC,USD,I,www.tfb.bank
106418,2000-12-31,2000,INDL,C,D,STD,FIELDPOINT PETROLEUM CORP,USD,A,www.fppcorp.com
106464,2000-11-30,2000,INDL,C,D,STD,FIRST QUANTUM MINERALS LTD,CAD,A,www.first-quantum.com
106466,2000-12-31,2000,INDL,C,D,STD,TOP 10 SPLIT TRUST,CAD,A,www.strathbridge.com
106501,2000-07-31,2000,INDL,C,D,STD,FMI HOLDINGS LTD,CAD,I,
106509,2000-12-31,2000,INDL,C,D,STD,ASIAMART INC,USD,I,
106517,2000-12-31,2000,INDL,C,D,STD,KIPLIN METALS INC,CAD,A,kiplinmetals.com
106519,2000-12-31,2000,INDL,C,D,STD,PROVIDENT ENERGY LTD,CAD,I,
106528,2000-12-31,2000,INDL,C,D,STD,FREEHOLD ROYALTIES LTD,CAD,A,www.freeholdroyalties.com
106589,2000-07-31,2000,INDL,C,D,STD,GENEREX BIOTECHNOLOGY CORP,USD,I,generex.com/index.html
106608,2000-12-31,2000,INDL,C,D,STD,GIMBEL VISION INTL INC,CAD,I,
106621,2000-08-31,2000,INDL,C,D,STD,HORIZON PETROLEUM LTD,CAD,A,horizon-petroleum.com
106628,2000-07-31,2000,INDL,C,D,STD,GLOBALMEDIA.COM,USD,I,
106633,2000-03-31,1999,INDL,C,D,STD,GLOBAL THERMOELECTRIC INC,CAD,I,www.genthermglobalpower.com
106633,2000-12-31,2000,INDL,C,D,STD,GLOBAL THERMOELECTRIC INC,CAD,I,www.genthermglobalpower.com
106663,2000-12-31,2000,INDL,C,D,STD,CASE RESOURCES INC,CAD,I,
106676,2000-12-31,2000,INDL,C,D,STD,GOLDEN PHOENIX MINERALS INC,USD,A,
106687,2000-12-31,2000,INDL,C,D,STD,BROWNIE'S MARINE GROUP INC,USD,A,browniesmarinegroup.com
